,school,team,city,state_province,primary_conference,ncaa,team_page
524,Molloy College,Lions,Rockville Centre,NY,East Coast Conference,2,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
525,Montana State University Billings,Yellowjackets,Billings,MT,Great Northwest Athletic Conference,2,
526,University of Montevallo,Falcons,Montevallo,AL,Gulf South Conference,2,/wiki/Air_Force_Falcons
527,Morehouse College,Maroon Tigers,Atlanta,GA,Southern Intercollegiate Athletic Conference,2,
528,University of Mount Olive,Trojans,Mount Olive,NC,Conference Carolinas,2,/wiki/USC_Trojans
529,University of Nebraska at Kearney,Lopers,Kearney,NE,Mid-America Intercollegiate Athletics Association,2,
530,University of New Haven,Chargers,West Haven,CT,Northeast-10 Conference,2,
531,New Mexico Highlands University,Cowboys & Cowgirls,Las Vegas,NM,Rocky Mountain Athletic Conference,2,
532,Newberry College,Wolves,Newberry,SC,South Atlantic Conference,2,
533,Newman University,Jets,Wichita,KS,Mid-America Intercollegiate Athletics Association,2,
534,University of North Carolina at Pembroke,Braves,Pembroke,NC,Conference Carolinas,2,/wiki/Bradley_Braves
535,University of North Georgia,Nighthawks,Dahlonega,GA,Peach Belt Conference,2,
536,North Greenville University,Crusaders,Tigerville,SC,Conference Carolinas,2,/wiki/Holy_Cross_Crusaders
537,Northeastern State University,RiverHawks,Tahlequah,OK,Mid-America Intercollegiate Athletics Association,2,
538,Northern Michigan University,Wildcats,Marquette,MI,Great Lakes Intercollegiate Athletic Conference,2,/wiki/Weber_State_Wildcats
539,Northern State University,Wolves,Aberdeen,SD,Northern Sun Intercollegiate Conference,2,
540,Northwest Missouri State University,Bearcats,Maryville,MO,Mid-America Intercollegiate Athletics Association,2,/wiki/Cincinnati_Bearcats
541,Northwest Nazarene University,Nighthawks,Nampa,ID,Great Northwest Athletic Conference,2,
542,Northwestern Oklahoma State University,Rangers,Alva,OK,Great American Conference,2,
543,Northwood University,Timberwolves,Midland,MI,Great Lakes Intercollegiate Athletic Conference(Great Midwest Athletic Conference in 2022),2,
544,Notre Dame College,Falcons,South Euclid,OH,Mountain East Conference,2,/wiki/Air_Force_Falcons
545,Nova Southeastern University,Sharks,Davie,FL,Sunshine State Conference,2,/wiki/LIU_Sharks
546,Nyack College,Warriors,Nyack,NY,Central Atlantic Collegiate Conference,2,
547,Ohio Dominican University,Panthers,Columbus,OH,Great Midwest Athletic Conference,2,/wiki/Milwaukee_Panthers
548,Oklahoma Baptist University,Bison,Shawnee,OK,Great American Conference,2,/wiki/North_Dakota_State_Bison
549,Oklahoma Christian University,Eagles & Lady Eagles,Oklahoma City,OK,Lone Star Conference,2,
550,Ouachita Baptist University,Tigers,Arkadelphia,AR,Great American Conference,2,/wiki/Pacific_Tigers
551,Pace University,Setters,Pleasantville,NY,Northeast-10 Conference,2,
552,Palm Beach Atlantic University,Sailfish,West Palm Beach,FL,Sunshine State Conference,2,
553,University of Wisconsin–Parkside (Parkside),Rangers,Kenosha,WI,Great Lakes Intercollegiate Athletic Conference,2,
554,Pittsburg State University,Gorillas,Pittsburg,KS,Mid-America Intercollegiate Athletics Association,2,
555,University of Pittsburgh at Johnstown,Mountain Cats,Johnstown,PA,Pennsylvania State Athletic Conference,2,
556,Point Loma Nazarene University,Sea Lions,San Diego,CA,Pacific West Conference,2,
557,Post University,Eagles,Waterbury,CT,Central Atlantic Collegiate Conference,2,
558,University of Puerto Rico at Bayamón,Cowboys,Bayamón,PR,Independent,2,/wiki/Wyoming_Cowboys_and_Cowgirls
559,University of Puerto Rico at Mayagüez,Bulldogs,Mayagüez,PR,Independent,2,/wiki/Yale_Bulldogs
560,University of Puerto Rico at Río Piedras,Gallitos,San Juan,PR,Independent,2,
561,Purdue University Northwest,Pride,Hammond,IN,Great Lakes Intercollegiate Athletic Conference,2,/wiki/Hofstra_Pride
562,Queens College,Knights,Flushing,NY,East Coast Conference,2,/wiki/UCF_Knights
563,Queens University of Charlotte[c],Royals,Charlotte,NC,South Atlantic Conference,2,/wiki/Queens_Royals
564,Quincy University,Hawks,Quincy,IL,Great Lakes Valley Conference,2,/wiki/UMES_Hawks
565,Regis University,Rangers,Denver,CO,Rocky Mountain Athletic Conference,2,
566,Roberts Wesleyan College,Redhawks,North Chili,NY,East Coast Conference,2,/wiki/Southeast_Missouri_State_Redhawks
567,Rockhurst University,Hawks,Kansas City,MO,Great Lakes Valley Conference,2,/wiki/UMES_Hawks
568,Rogers State University,Hillcats,Claremore,OK,Mid-America Intercollegiate Athletics Association,2,
569,Rollins College,Tars,Winter Park,FL,Sunshine State Conference,2,
570,Saginaw Valley State University,Cardinals,University Center,MI,Great Lakes Intercollegiate Athletic Conference,2,/wiki/University_of_the_Incarnate_Word_Cardinals
571,Saint Anselm College,Hawks,Goffstown,NH,Northeast-10 Conference,2,/wiki/UMES_Hawks
572,Saint Augustine's University,Falcons,Raleigh,NC,Central Intercollegiate Athletic Association,2,/wiki/Air_Force_Falcons
573,St. Cloud State University,Huskies,St. Cloud,MN,Northern Sun Intercollegiate Conference,2,/wiki/Washington_Huskies
574,St. Edward's University,Hilltoppers,Austin,TX,Lone Star Conference,2,/wiki/Western_Kentucky_Hilltoppers_and_Lady_Toppers
575,Saint Leo University,Lions,St. Leo,FL,Sunshine State Conference,2,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
576,Saint Martin's University,Saints,Lacey,WA,Great Northwest Athletic Conference,2,/wiki/Siena_Saints
577,St. Mary's University,Rattlers,San Antonio,TX,Lone Star Conference,2,/wiki/Florida_A%26M_Rattlers_and_Lady_Rattlers
578,Saint Michael's College,Purple Knights,Colchester,VT,Northeast-10 Conference,2,
579,College of Saint Rose,Golden Knights,Albany,NY,Northeast-10 Conference,2,
580,St. Thomas Aquinas College,Spartans,Sparkill,NY,East Coast Conference,2,/wiki/USC_Upstate_Spartans
581,Salem University,Tigers,Salem,WV,Independent,2,/wiki/Pacific_Tigers
582,San Francisco State University,Gators,San Francisco,CA,California Collegiate Athletic Association,2,/wiki/Florida_Gators
583,Savannah State University,Tigers,Savannah,GA,Southern Intercollegiate Athletic Conference,2,/wiki/Pacific_Tigers
584,University of the Sciences[d],Devils,Philadelphia,PA,Central Atlantic Collegiate Conference,2,
585,Seattle Pacific University,Falcons,Seattle,WA,Great Northwest Athletic Conference,2,/wiki/Air_Force_Falcons
586,Seton Hill University,Griffins,Greensburg,PA,Pennsylvania State Athletic Conference,2,
587,Shaw University,Bears,Raleigh,NC,Central Intercollegiate Athletic Association,2,/wiki/Northern_Colorado_Bears
588,Shepherd University,Rams,Shepherdstown,WV,Pennsylvania State Athletic Conference,2,/wiki/VCU_Rams
589,Shippensburg University of Pennsylvania,Raiders,Shippensburg,PA,Pennsylvania State Athletic Conference,2,/wiki/Wright_State_Raiders
590,Shorter University,Hawks,Rome,GA,Gulf South Conference,2,/wiki/UMES_Hawks
591,Simon Fraser University,None,Burnaby,,Great Northwest Athletic Conference,2,
592,University of Sioux Falls,Cougars,Sioux Falls,SD,Northern Sun Intercollegiate Conference,2,/wiki/Washington_State_Cougars
593,Slippery Rock University of Pennsylvania,The Rock,Slippery Rock,PA,Pennsylvania State Athletic Conference,2,
594,Sonoma State University,Seawolves,Rohnert Park,CA,California Collegiate Athletic Association,2,/wiki/Stony_Brook_Seawolves
595,University of South Carolina Aiken,Pacers,Aiken,SC,Peach Belt Conference,2,
596,South Dakota School of Mines and Technology,Hardrockers,Rapid City,SD,Rocky Mountain Athletic Conference,2,
597,Southeastern Oklahoma State University,Savage Storm,Durant,OK,Great American Conference,2,
598,Southern Arkansas University,Muleriders,Magnolia,AR,Great American Conference,2,
599,Southern Connecticut State University,Owls,New Haven,CT,Northeast-10 Conference,2,
600,University of Southern Indiana[b],Screaming Eagles,Evansville,IN,Great Lakes Valley Conference,2,/wiki/Southern_Indiana_Screaming_Eagles
601,Southern Nazarene University,Crimson Storm,Bethany,OK,Great American Conference,2,
602,Southern New Hampshire University,Penmen,Manchester and Hooksett[e]>,NH,Northeast-10 Conference,2,
603,Southern Wesleyan University,Warriors,Central,SC,Conference Carolinas,2,
604,Southwest Baptist University,Bearcats,Bolivar,MO,Great Lakes Valley Conference,2,/wiki/Cincinnati_Bearcats
605,Southwest Minnesota State University,Mustangs,Marshall,MN,Northern Sun Intercollegiate Conference,2,/wiki/SMU_Mustangs
606,Southwestern Oklahoma State University,Bulldogs,Weatherford,OK,Great American Conference,2,/wiki/Yale_Bulldogs
607,Spring Hill College,Badgers,Mobile,AL,Southern Intercollegiate Athletic Conference,2,/wiki/Wisconsin_Badgers
608,Stonehill College,Skyhawks,Easton,MA,Northeast-10 Conference,2,/wiki/Stonehill_Skyhawks
609,University of Tampa,Spartans,Tampa,FL,Sunshine State Conference,2,/wiki/USC_Upstate_Spartans
610,Texas A&M University–Commerce,Lions,Commerce,TX,Lone Star Conference,2,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
611,Texas A&M University–Kingsville,Javelinas,Kingsville,TX,Lone Star Conference,2,
612,Texas A&M International University,Dustdevils,Laredo,TX,Lone Star Conference,2,
613,Texas Woman's University,Pioneers,Denton,TX,Lone Star Conference,2,/wiki/Denver_Pioneers
614,University of Texas Permian Basin,Falcons,Odessa,TX,Lone Star Conference,2,/wiki/Air_Force_Falcons
615,University of Texas at Tyler,Patriots,Tyler,TX,Lone Star Conference,2,/wiki/George_Mason_Patriots
616,Tiffin University,Dragons,Tiffin,OH,Great Midwest Athletic Conference,2,/wiki/Drexel_Dragons
617,Trevecca Nazarene University,Trojans,Nashville,TN,Great Midwest Athletic Conference,2,/wiki/USC_Trojans
618,Truman State University,Bulldogs,Kirksville,MO,Great Lakes Valley Conference,2,/wiki/Yale_Bulldogs
619,Tusculum University,Pioneers,Greeneville,TN,South Atlantic Conference,2,/wiki/Denver_Pioneers
620,Tuskegee University,Golden Tigers,Tuskegee,AL,Southern Intercollegiate Athletic Conference,2,
621,Union University,Bulldogs,Jackson,TN,Gulf South Conference,2,/wiki/Yale_Bulldogs
622,Upper Iowa University,Peacocks,Fayette,IA,Northern Sun Intercollegiate Conference,2,/wiki/Saint_Peter%27s_Peacocks
623,Ursuline College,Arrows,Pepper Pike,OH,Great Midwest Athletic Conference,2,
624,Valdosta State University,Blazers,Valdosta,GA,Gulf South Conference,2,/wiki/UAB_Blazers
625,Virginia State University,Trojans,Ettrick,VA,Central Intercollegiate Athletic Association,2,/wiki/USC_Trojans
626,Virginia Union University,Panthers,Richmond,VA,Central Intercollegiate Athletic Association,2,/wiki/Milwaukee_Panthers
627,University of Virginia's College at Wise (UVA Wise),Cavaliers,Wise,VA,South Atlantic Conference,2,/wiki/Virginia_Cavaliers
628,Walsh University,Cavaliers,North Canton,OH,Great Midwest Athletic Conference,2,/wiki/Virginia_Cavaliers
629,Washburn University,Ichabods,Topeka,KS,Mid-America Intercollegiate Athletics Association,2,
630,Wayne State University,Warriors,Detroit,MI,Great Lakes Intercollegiate Athletic Conference,2,
631,Wayne State College,Wildcats,Wayne,NE,Northern Sun Intercollegiate Conference,2,/wiki/Weber_State_Wildcats
632,University of West Alabama,Tigers,Livingston,AL,Gulf South Conference,2,/wiki/Pacific_Tigers
633,West Chester University,Golden Rams,West Chester,PA,Pennsylvania State Athletic Conference,2,
634,University of West Florida,Argonauts,Pensacola,FL,Gulf South Conference,2,
635,University of West Georgia,Wolves,Carrollton,GA,Gulf South Conference,2,
636,West Liberty University,Hilltoppers,West Liberty,WV,Mountain East Conference,2,/wiki/Western_Kentucky_Hilltoppers_and_Lady_Toppers
637,West Texas A&M University,Buffaloes,Canyon,TX,Lone Star Conference,2,/wiki/Colorado_Buffaloes
638,West Virginia State University,Yellow Jackets,Institute,WV,Mountain East Conference,2,/wiki/Georgia_Tech_Yellow_Jackets
639,West Virginia Wesleyan College,Bobcats,Buckhannon,WV,Mountain East Conference,2,/wiki/Ohio_Bobcats
640,Western Colorado University,Mountaineers,Gunnison,CO,Rocky Mountain Athletic Conference,2,/wiki/West_Virginia_Mountaineers
641,Western New Mexico University,Mustangs,Silver City,NM,Lone Star Conference,2,/wiki/SMU_Mustangs
642,Western Oregon University,Wolves,Monmouth,OR,Great Northwest Athletic Conference,2,
643,Western Washington University,Vikings,Bellingham,WA,Great Northwest Athletic Conference,2,/wiki/Portland_State_Vikings
644,Westminster College,Griffins,Salt Lake City,UT,Rocky Mountain Athletic Conference,2,
645,Wheeling University,Cardinals,Wheeling,WV,Mountain East Conference,2,/wiki/University_of_the_Incarnate_Word_Cardinals
646,William Jewell College,Cardinals,Liberty,MO,Great Lakes Valley Conference,2,/wiki/University_of_the_Incarnate_Word_Cardinals
647,Wilmington University,Wildcats,New Castle,DE,Central Atlantic Collegiate Conference,2,/wiki/Weber_State_Wildcats
648,Wingate University,Bulldogs,Wingate,NC,South Atlantic Conference,2,/wiki/Yale_Bulldogs
649,Winona State University,Warriors,Winona,MN,Northern Sun Intercollegiate Conference,2,
650,Winston–Salem State University,Rams,Winston–Salem,NC,Central Intercollegiate Athletic Association,2,/wiki/VCU_Rams
651,Young Harris College,Mountain Lions,Young Harris,GA,Peach Belt Conference,2,
652,Adrian College,Bulldogs,Adrian,MI,Michigan Intercollegiate Athletic Association,3,/wiki/Yale_Bulldogs
653,Agnes Scott College,Scotties,Decatur,GA,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,
654,Albertus Magnus College,Falcons,New Haven,CT,Great Northeast Athletic Conference,3,/wiki/Air_Force_Falcons
655,Albion College,Britons,Albion,MI,Michigan Intercollegiate Athletic Association,3,
656,Albright College,Lions,Reading,PA,MAC Commonwealth,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
657,Alfred University,Saxons,Alfred,NY,Empire 8,3,
658,Alfred State College,Pioneers,Alfred,NY,Allegheny Mountain Collegiate Conference,3,/wiki/Denver_Pioneers
659,Allegheny College,Gators,Meadville,PA,North Coast Athletic Conference(Presidents' Athletic Conference in 2022),3,/wiki/Florida_Gators
660,Alma College,Scots,Alma,MI,Michigan Intercollegiate Athletic Association,3,
661,Alvernia University,Golden Wolves,Reading,PA,MAC Commonwealth,3,
662,Alverno College,Inferno,Milwaukee,WI,Northern Athletics Collegiate Conference,3,
663,Amherst College,Mammoths,Amherst,MA,New England Small College Athletic Conference,3,
664,Anderson University,Ravens and Lady Ravens,Anderson,IN,Heartland Collegiate Athletic Conference,3,
665,Anna Maria College,Amcats,Paxton,MA,Great Northeast Athletic Conference,3,
666,Arcadia University,Knights,Glenside,PA,MAC Freedom,3,/wiki/UCF_Knights
667,Asbury University[A 1],Eagles,Wilmore,KY,Independent,3,
668,Augsburg University,Auggies,Minneapolis,MN,Minnesota Intercollegiate Athletic Conference,3,
669,Augustana College,Vikings,Rock Island,IL,College Conference of Illinois and Wisconsin,3,/wiki/Portland_State_Vikings
670,Aurora University,Spartans,Aurora,IL,Northern Athletics Collegiate Conference,3,/wiki/USC_Upstate_Spartans
671,Austin College,Kangaroos,Sherman,TX,Southern Collegiate Athletic Conference,3,
672,Averett University,Cougars,Danville,VA,USA South Athletic Conference(Old Dominion Athletic Conference in 2022),3,/wiki/Washington_State_Cougars
673,Babson College,Beavers,Wellesley,MA,New England Women's and Men's Athletic Conference,3,/wiki/Oregon_State_Beavers
674,Baldwin Wallace University,Yellow Jackets,Berea,OH,Ohio Athletic Conference,3,/wiki/Georgia_Tech_Yellow_Jackets
675,Bard College,Raptors,Annandale-on-Hudson,NY,Liberty League,3,
676,Baruch College,Bearcats,New York,NY,City University of New York Athletic Conference,3,/wiki/Cincinnati_Bearcats
677,Bates College,Bobcats,Lewiston,ME,New England Small College Athletic Conference,3,/wiki/Ohio_Bobcats
678,Belhaven University,Blazers,Jackson,MS,American Southwest Conference(Collegiate Conference of the South in 2022),3,/wiki/UAB_Blazers
679,Beloit College,Buccaneers,Beloit,WI,Midwest Conference,3,/wiki/East_Tennessee_State_Buccaneers
680,Benedictine University,Eagles,Lisle,IL,Northern Athletics Collegiate Conference,3,
681,Berea College,Mountaineers,Berea,KY,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,/wiki/West_Virginia_Mountaineers
682,Berry College,Vikings,Mount Berry,GA,Southern Athletic Association,3,/wiki/Portland_State_Vikings
683,Bethany College,Bison,Bethany,WV,Presidents' Athletic Conference,3,/wiki/North_Dakota_State_Bison
684,Bethany Lutheran College,Vikings,Mankato,MN,Upper Midwest Athletic Conference,3,/wiki/Portland_State_Vikings
685,Bethel University,Royals,Arden Hills,MN,Minnesota Intercollegiate Athletic Conference,3,/wiki/Queens_Royals
686,Birmingham–Southern College,Panthers,Birmingham,AL,Southern Athletic Association,3,/wiki/Milwaukee_Panthers
687,Blackburn College,Beavers,Carlinville,IL,St. Louis Intercollegiate Athletic Conference,3,/wiki/Oregon_State_Beavers
688,Bluffton University,Beavers,Bluffton,OH,Heartland Collegiate Athletic Conference,3,/wiki/Oregon_State_Beavers
689,Bob Jones University[A 2],Bruins,Greenville,SC,Independent,3,
690,Bowdoin College,Polar Bears,Brunswick,ME,New England Small College Athletic Conference,3,
691,Brandeis University,Judges,Waltham,MA,University Athletic Association,3,
692,Brevard College,Tornados,Brevard,NC,USA South Athletic Conference,3,
693,Bridgewater College,Eagles,Bridgewater,VA,Old Dominion Athletic Conference,3,
694,Bridgewater State University,Bears,Bridgewater,MA,Massachusetts State Collegiate Athletic Conference,3,/wiki/Northern_Colorado_Bears
695,Brooklyn College,Bulldogs,Brooklyn,NY,City University of New York Athletic Conference,3,/wiki/Yale_Bulldogs
696,Bryn Athyn College,Lions,Bryn Athyn,PA,Colonial States Athletic Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
697,Bryn Mawr College,Owls,Bryn Mawr,PA,Centennial Conference,3,
698,Buena Vista University,Beavers,Storm Lake,IA,American Rivers Conference,3,/wiki/Oregon_State_Beavers
699,Buffalo State College,Bengals,Buffalo,NY,State University of New York Athletic Conference,3,/wiki/Idaho_State_Bengals
700,Cabrini University,Cavaliers,Radnor,PA,Atlantic East Conference,3,/wiki/Virginia_Cavaliers
701,Cairn University,Highlanders,Langhorne,PA,Colonial States Athletic Conference,3,/wiki/UC_Riverside_Highlanders
702,California Institute of Technology,Beavers,Pasadena,CA,Southern California Intercollegiate Athletic Conference,3,/wiki/Oregon_State_Beavers
703,California Lutheran University,Kingsmen,Thousand Oaks,CA,Southern California Intercollegiate Athletic Conference,3,
704,"University of California, Santa Cruz (UC Santa Cruz)",Banana Slugs,Santa Cruz,CA,Coast to Coast Athletic Conference,3,
705,Calvin University,Knights,Grand Rapids,MI,Michigan Intercollegiate Athletic Association,3,/wiki/UCF_Knights
706,Capital University,Crusaders,Bexley,OH,Ohio Athletic Conference,3,/wiki/Holy_Cross_Crusaders
707,Carleton College,Knights,Northfield,MN,Minnesota Intercollegiate Athletic Conference,3,/wiki/UCF_Knights
708,Carnegie Mellon University,Tartans,Pittsburgh,PA,University Athletic Association,3,
709,Carroll University,Pioneers,Waukesha,WI,College Conference of Illinois and Wisconsin,3,/wiki/Denver_Pioneers
710,Carthage College,Firebirds,Kenosha,WI,College Conference of Illinois and Wisconsin,3,
711,Case Western Reserve University,Spartans,Cleveland,OH,University Athletic Association,3,/wiki/USC_Upstate_Spartans
712,Castleton University,Spartans,Castleton,VT,Little East Conference,3,/wiki/USC_Upstate_Spartans
713,Catholic University of America,Cardinals,Washington,DC,Landmark Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals
714,Cazenovia College,Wildcats,Cazenovia,NY,North Atlantic Conference,3,/wiki/Weber_State_Wildcats
715,Cedar Crest College,Falcons,Allentown,PA,Colonial States Athletic Conference,3,/wiki/Air_Force_Falcons
716,Centenary College of Louisiana,Gents and Ladies,Shreveport,LA,Southern Collegiate Athletic Conference,3,
717,Centenary University,Cyclones,Hackettstown,NJ,Colonial States Athletic Conference,3,
718,Central College,Dutch,Pella,IA,American Rivers Conference,3,
719,Centre College,Colonels,Danville,KY,Southern Athletic Association,3,/wiki/Nicholls_Colonels
720,Chapman University,Panthers,Orange,CA,Southern California Intercollegiate Athletic Conference,3,/wiki/Milwaukee_Panthers
721,Chatham University,Cougars,Pittsburgh,PA,Presidents' Athletic Conference,3,/wiki/Washington_State_Cougars
722,University of Chicago,Maroons,Chicago,IL,University Athletic Association,3,
723,Christopher Newport University,Captains,Newport News,VA,Coast to Coast Athletic Conference,3,
724,City College of New York (CCNY),Beavers,New York,NY,City University of New York Athletic Conference,3,/wiki/Oregon_State_Beavers
725,"Claremont McKenna College, Harvey Mudd College, and Scripps College[A 4]",Stags and Athenas,Claremont,CA,Southern California Intercollegiate Athletic Conference,3,
726,Clark University,Cougars,Worcester,MA,New England Women's and Men's Athletic Conference,3,/wiki/Washington_State_Cougars
727,Clarks Summit University,Defenders,Clarks Summit,PA,Colonial States Athletic Conference,3,
728,Clarkson University[A 5][A 6],Golden Knights,Potsdam,NY,Liberty League,3,
729,Coe College,Kohawks,Cedar Rapids,IA,American Rivers Conference,3,
730,Colby College,Mules,Waterville,ME,New England Small College Athletic Conference,3,
731,Colby–Sawyer College,Chargers,New London,NH,Great Northeast Athletic Conference,3,
732,Colorado College[A 5][A 7],Tigers,Colorado Springs,CO,Southern Collegiate Athletic Conference,3,/wiki/Pacific_Tigers
733,Concordia College,Cobbers,Moorhead,MN,Minnesota Intercollegiate Athletic Conference,3,
734,Concordia University Chicago,Cougars,River Forest,IL,Northern Athletics Collegiate Conference,3,/wiki/Washington_State_Cougars
735,Concordia University Texas,Tornados,Austin,TX,American Southwest Conference,3,
736,Concordia University Wisconsin,Falcons,Mequon,WI,Northern Athletics Collegiate Conference,3,/wiki/Air_Force_Falcons
737,Connecticut College,Camels,New London,CT,New England Small College Athletic Conference,3,
738,Cornell College,Rams,Mount Vernon,IA,Midwest Conference,3,/wiki/VCU_Rams
739,Covenant College,Scots,Lookout Mountain,GA,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,
740,Crown College,Storm,St. Bonifacius,MN,Upper Midwest Athletic Conference,3,
741,Curry College,Colonels,Milton,MA,Commonwealth Coast Conference,3,/wiki/Nicholls_Colonels
742,University of Dallas,Crusaders,Irving,TX,Southern Collegiate Athletic Conference,3,/wiki/Holy_Cross_Crusaders
743,Dean College,Bulldogs,Franklin,MA,Great Northeast Athletic Conference,3,/wiki/Yale_Bulldogs
744,Defiance College,Yellow Jackets and Lady Jackets,Defiance,OH,Heartland Collegiate Athletic Conference,3,
745,Delaware Valley University,Aggies,Doylestown,PA,MAC Freedom,3,/wiki/Utah_State_Aggies
746,Denison University,Big Red,Granville,OH,North Coast Athletic Conference,3,/wiki/Cornell_Big_Red
747,DePauw University,Tigers,Greencastle,IN,North Coast Athletic Conference,3,/wiki/Pacific_Tigers
748,DeSales University,Bulldogs,Center Valley,PA,MAC Freedom,3,/wiki/Yale_Bulldogs
749,Dickinson College,Red Devils,Carlisle,PA,Centennial Conference,3,
750,Dominican University,Stars,River Forest,IL,Northern Athletics Collegiate Conference,3,
751,Drew University,Rangers,Madison,NJ,Landmark Conference,3,
752,University of Dubuque,Spartans,Dubuque,IA,American Rivers Conference,3,/wiki/USC_Upstate_Spartans
753,Earlham College,Quakers,Richmond,IN,Heartland Collegiate Athletic Conference,3,/wiki/Penn_Quakers
754,East Texas Baptist University,Tigers,Marshall,TX,American Southwest Conference,3,/wiki/Pacific_Tigers
755,Eastern Connecticut State University,Warriors,Willimantic,CT,Little East Conference,3,
756,Eastern Mennonite University,Royals,Harrisonburg,VA,Old Dominion Athletic Conference,3,/wiki/Queens_Royals
757,Eastern Nazarene College,Lions,Quincy,MA,New England Collegiate Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
758,Eastern University,Eagles,St. Davids,PA,MAC Commonwealth,3,
759,Edgewood College,Eagles,Madison,WI,Northern Athletics Collegiate Conference,3,
760,Elizabethtown College,Blue Jays,Elizabethtown,PA,Landmark Conference,3,
761,Elmhurst University,Bluejays,Elmhurst,IL,College Conference of Illinois and Wisconsin,3,/wiki/Creighton_Bluejays
762,Elmira College,Soaring Eagles,Elmira,NY,Empire 8,3,
763,Elms College,Blazers,Chicopee,MA,Great Northeast Athletic Conference,3,/wiki/UAB_Blazers
764,Emerson College,Lions,Boston,MA,New England Women's and Men's Athletic Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
765,Emmanuel College,Saints,Boston,MA,Great Northeast Athletic Conference,3,/wiki/Siena_Saints
766,Emory University,Eagles,Atlanta,GA,University Athletic Association,3,
767,Endicott College,Gulls,Beverly,MA,Commonwealth Coast Conference,3,
768,Eureka College,Red Devils,Eureka,IL,St. Louis Intercollegiate Athletic Conference,3,
769,"Fairleigh Dickinson University, Florham",Devils,Madison/Florham Park,NJ,MAC Freedom,3,
770,Farmingdale State College,Rams,Farmingdale,NY,Skyline Conference,3,/wiki/VCU_Rams
771,Ferrum College,Panthers,Ferrum,VA,Old Dominion Athletic Conference,3,/wiki/Milwaukee_Panthers
772,Finlandia University,Lions,Hancock,MI,Coast to Coast Athletic Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
773,Fitchburg State University,Falcons,Fitchburg,MA,Massachusetts State Collegiate Athletic Conference,3,/wiki/Air_Force_Falcons
774,Fontbonne University,Griffins,St. Louis,MO,St. Louis Intercollegiate Athletic Conference,3,
775,Framingham State University,Rams,Framingham,MA,Massachusetts State Collegiate Athletic Conference,3,/wiki/VCU_Rams
776,Franciscan University of Steubenville,Barons,Steubenville,OH,Presidents' Athletic Conference,3,
777,Franklin & Marshall College[A 8],Diplomats,Lancaster,PA,Centennial Conference,3,
778,Franklin College,Grizzlies,Franklin,IN,Heartland Collegiate Athletic Conference,3,/wiki/Montana_Grizzlies_and_Lady_Griz
779,Gallaudet University,Bison,Washington,DC,United East Conference,3,/wiki/North_Dakota_State_Bison
780,Geneva College,Golden Tornadoes,Beaver Falls,PA,Presidents' Athletic Conference,3,
781,George Fox University,Bruins,Newberg,OR,Northwest Conference,3,
782,Gettysburg College,Bullets,Gettysburg,PA,Centennial Conference,3,
783,Gordon College,Fighting Scots,Wenham,MA,Commonwealth Coast Conference,3,
784,Goucher College,Gophers,Towson,MD,Landmark Conference,3,
785,Greensboro College,Pride,Greensboro,NC,USA South Athletic Conference,3,/wiki/Hofstra_Pride
786,Greenville University,Panthers,Greenville,IL,St. Louis Intercollegiate Athletic Conference,3,/wiki/Milwaukee_Panthers
787,Grinnell College,Pioneers,Grinnell,IA,Midwest Conference,3,/wiki/Denver_Pioneers
788,Grove City College,Wolverines,Grove City,PA,Presidents' Athletic Conference,3,/wiki/Utah_Valley_Wolverines
789,Guilford College,Quakers,Greensboro,NC,Old Dominion Athletic Conference,3,/wiki/Penn_Quakers
790,Gustavus Adolphus College,Gusties,St. Peter,MN,Minnesota Intercollegiate Athletic Conference,3,
791,Gwynedd Mercy University,Griffins,Lower Gwynedd Township,PA,Atlantic East Conference,3,
792,Hamilton College,Continentals,Clinton,NY,New England Small College Athletic Conference,3,
793,Hamline University,Pipers,St. Paul,MN,Minnesota Intercollegiate Athletic Conference,3,
794,Hampden–Sydney College,Tigers,Hampden Sydney,VA,Old Dominion Athletic Conference,3,/wiki/Pacific_Tigers
795,Hanover College,Panthers,Hanover,IN,Heartland Collegiate Athletic Conference,3,/wiki/Milwaukee_Panthers
796,Hardin–Simmons University,Cowboys and Cowgirls,Abilene,TX,American Southwest Conference,3,
797,Hartwick College,Hawks,Oneonta,NY,Empire 8,3,/wiki/UMES_Hawks
798,Haverford College,Fords,Haverford,PA,Centennial Conference,3,
799,Heidelberg University,Student Princes,Tiffin,OH,Ohio Athletic Conference,3,
800,Hendrix College,Warriors,Conway,AR,Southern Athletic Association,3,
801,Hilbert College,Hawks,Hamburg,NY,Allegheny Mountain Collegiate Conference,3,/wiki/UMES_Hawks
